FIPS,enthusiast_est,enthusiast_se,audience_est,audience_se,no_outreach_est,no_outreach_se
1001,0.126536118221875,0.052297576910446,0.378103588346398,0.046670638201738,0.495360293431728,0.037695239529043
1003,0.13883537004829,0.059892698223704,0.38321011397884,0.02925046860928,0.47795451597287,0.035261694315647
1005,0.150009896078712,0.039735909519374,0.320237475122674,0.061306120140194,0.529752628798613,0.06368583306779
1007,0.102087908246302,0.046030546507857,0.330941932647212,0.052924958858875,0.566970159106485,0.090586052449656
1009,0.086881313490675,0.054481628785674,0.252993260812231,0.078302158073314,0.660125425697094,0.125078673345178
1011,0.128182632065042,0.036539764069215,0.392277605662344,0.061816189448479,0.479539762272614,0.075072203056437
1013,0.131196190190525,0.035995132720335,0.346833382153548,0.051434885787915,0.521970427655928,0.058771668016067
1015,0.115323223853242,0.032881116092222,0.35557139504824,0.062297005595529,0.529105381098518,0.073237009594114
1017,0.139754539041779,0.035822767338442,0.34760913331903,0.037364285998839,0.512636327639191,0.065855832094792
1019,0.094678151754887,0.053764667110988,0.295800785110723,0.079371679061219,0.60952106313439,0.122266392071504
1021,0.10908195494165,0.037584932374524,0.331782252587779,0.02908334392463,0.559135792470572,0.062765520209918
1023,0.117381301247047,0.100306663997803,0.245077758421493,0.43924456623905,0.63754094033146,0.372704609360292
1025,0.132790163158965,0.036536699126092,0.363506270071632,0.02047489601372,0.503703566769403,0.038444368168107
1027,0.110238905697077,0.046677979750164,0.316804282013837,0.062391174897756,0.572956812289086,0.091133119374407
1029,0.089958232007417,0.056737573804974,0.270873613533684,0.073930042342112,0.639168154458899,0.12334269662975
1031,0.115090835261715,0.046216889996247,0.357095994789537,0.147943046465688,0.527813169948748,0.181159224637866
1033,0.116338132018643,0.04016388042029,0.351926020833793,0.046238591392613,0.531735847147564,0.055801443377951
1035,0.119103470779391,0.085221202331158,0.482067694041086,0.265444627897542,0.398828835179523,0.190959592941206
1037,0.102678697565423,0.04650909812218,0.51881907450553,0.172013176502373,0.378502227929047,0.177682137360013
1039,0.114235470221652,0.035106748353628,0.349362222556231,0.034871304449322,0.536402307222117,0.045041068129605
1041,0.113415202037419,0.03895835291591,0.346770762827533,0.065585906560932,0.539814035135048,0.079575291137997
1043,0.087110664289637,0.05169388351248,0.270759234339372,0.071445388850231,0.642130101370991,0.115691409952945
1045,0.104671336294142,0.044497265091819,0.346001979558954,0.107346259675744,0.549326684146903,0.128185616085446
1047,0.164773731786493,0.049936624101783,0.381169181520532,0.023526752521587,0.454057086692975,0.041544439911311
1049,0.10567520535254,0.044488473617707,0.327192796167803,0.039204247543786,0.567131998479657,0.077673287923
1051,0.114968505916957,0.038830195541062,0.345377801665003,0.037007427175883,0.539653692418041,0.04667692612918
1053,0.124452869258093,0.030353439600603,0.345408599660554,0.034681056608956,0.530138531081353,0.047269836153911
1055,0.114396938525212,0.03714352165886,0.354208522282195,0.045350459593569,0.531394539192593,0.061927929280791
1057,0.1152050101547,0.037749197268992,0.340637900014205,0.01998618153746,0.544157089831095,0.047901412703702
1059,0.118549375262851,0.038514281191766,0.352649956292686,0.016893286462808,0.528800668444464,0.046076470713352
1061,0.090266177034409,0.054214639864519,0.270967598342289,0.104565086347181,0.638766224623302,0.148842301685273
1063,0.184682872202752,0.145640623356406,0.441906804693589,0.343006054619096,0.373410323103658,0.198190107950067
1065,0.15869533019048,0.040618541560317,0.392748083202546,0.009838802149407,0.448556586606974,0.034262626605847
1067,0.117025866398311,0.067413238437627,0.343532109263085,0.064069960929064,0.539442024338604,0.074733311470295
1069,0.112939489419437,0.04681407828727,0.352058769431342,0.114426489464924,0.535001741149221,0.143393753757566
